6.00E+00,1.25E+04
5.98E+00,1.22E+04
5.96E+00,1.17E+04
5.94E+00,1.13E+04
5.92E+00,1.12E+04
5.90E+00,1.08E+04
5.88E+00,1.04E+04
5.86E+00,1.00E+04
5.84E+00,9.80E+03
5.82E+00,9.62E+03
5.80E+00,9.24E+03
5.78E+00,9.03E+03
5.76E+00,9.11E+03
5.74E+00,8.99E+03
5.72E+00,8.97E+03
5.70E+00,8.79E+03
5.68E+00,8.68E+03
5.66E+00,8.65E+03
5.64E+00,8.66E+03
5.62E+00,8.71E+03
5.60E+00,8.72E+03
5.58E+00,8.68E+03
5.56E+00,8.64E+03
5.54E+00,8.70E+03
5.52E+00,8.74E+03
5.50E+00,8.54E+03
5.48E+00,8.43E+03
5.46E+00,8.49E+03
5.44E+00,8.51E+03
5.42E+00,8.49E+03
5.40E+00,8.46E+03
5.38E+00,8.58E+03
5.36E+00,8.58E+03
5.34E+00,8.49E+03
5.32E+00,8.62E+03
5.30E+00,8.71E+03
5.28E+00,8.71E+03
5.26E+00,8.60E+03
5.24E+00,8.47E+03
5.22E+00,8.44E+03
5.20E+00,8.58E+03
5.18E+00,8.66E+03
5.16E+00,8.49E+03
5.14E+00,8.40E+03
5.12E+00,8.44E+03
5.10E+00,8.51E+03
5.08E+00,8.68E+03
5.06E+00,8.79E+03
5.04E+00,8.63E+03
5.02E+00,8.61E+03
5.00E+00,8.57E+03
4.98E+00,8.72E+03
4.96E+00,8.82E+03
4.94E+00,8.90E+03
4.92E+00,8.99E+03
4.90E+00,8.95E+03
4.88E+00,8.73E+03
4.86E+00,8.59E+03
4.84E+00,8.61E+03
4.82E+00,8.69E+03
4.80E+00,8.90E+03
4.78E+00,8.94E+03
4.76E+00,8.95E+03
4.74E+00,8.95E+03
4.72E+00,8.92E+03
4.70E+00,8.71E+03
4.68E+00,8.63E+03
4.66E+00,8.82E+03
4.64E+00,8.93E+03
4.62E+00,8.88E+03
4.60E+00,8.78E+03
4.58E+00,8.75E+03
4.56E+00,8.73E+03
4.54E+00,8.67E+03
4.52E+00,8.57E+03
4.50E+00,8.66E+03
4.48E+00,8.68E+03
4.46E+00,8.49E+03
4.44E+00,8.57E+03
4.42E+00,8.55E+03
4.40E+00,8.48E+03
4.38E+00,8.47E+03
4.36E+00,8.37E+03
4.34E+00,8.36E+03
4.32E+00,8.06E+03
4.30E+00,7.80E+03
4.28E+00,7.48E+03
4.26E+00,7.02E+03
4.24E+00,6.65E+03
4.22E+00,6.20E+03
4.20E+00,5.57E+03
4.18E+00,4.95E+03
4.16E+00,4.19E+03
4.14E+00,3.61E+03
4.12E+00,3.03E+03
4.10E+00,2.47E+03
4.08E+00,1.88E+03
4.06E+00,1.52E+03
4.04E+00,1.20E+03
4.02E+00,9.26E+02
4.00E+00,7.16E+02
3.98E+00,5.51E+02
3.96E+00,4.24E+02
3.94E+00,3.01E+02
3.92E+00,2.28E+02
3.90E+00,1.58E+02
3.88E+00,1.36E+02
3.86E+00,1.04E+02
3.84E+00,7.69E+01
3.82E+00,6.03E+01
3.80E+00,4.02E+01
3.78E+00,3.54E+01
3.76E+00,3.06E+01
3.74E+00,3.22E+01
3.72E+00,3.19E+01
3.70E+00,3.17E+01
3.68E+00,3.49E+01
3.66E+00,3.49E+01
3.64E+00,2.41E+01
3.62E+00,2.19E+01
3.60E+00,2.68E+01
3.58E+00,4.68E+01
3.56E+00,3.51E+01
3.54E+00,3.19E+01
3.52E+00,3.75E+01
3.50E+00,3.92E+01
3.48E+00,3.98E+01
3.46E+00,3.75E+01
3.44E+00,2.68E+01
3.42E+00,2.33E+01
3.40E+00,2.97E+01
3.38E+00,3.23E+01
3.36E+00,3.14E+01
3.34E+00,3.08E+01
3.32E+00,3.06E+01
3.30E+00,2.56E+01
3.28E+00,2.28E+01
3.26E+00,2.38E+01
3.24E+00,2.12E+01
3.22E+00,2.26E+01
3.20E+00,2.40E+01
3.18E+00,2.30E+01
3.16E+00,2.28E+01
3.14E+00,3.02E+01
3.12E+00,3.86E+01
3.10E+00,3.01E+01
3.08E+00,2.18E+01
3.06E+00,1.71E+01
3.04E+00,1.70E+01
3.02E+00,2.19E+01
3.00E+00,2.98E+01
2.98E+00,2.39E+01
2.96E+00,2.48E+01
2.94E+00,2.38E+01
2.92E+00,2.84E+01
2.90E+00,3.05E+01
2.88E+00,3.43E+01
2.86E+00,3.24E+01
2.84E+00,2.58E+01
2.82E+00,2.07E+01
2.80E+00,1.93E+01
2.78E+00,1.40E+01
2.76E+00,1.16E+01
2.74E+00,1.62E+01
2.72E+00,1.97E+01
2.70E+00,1.84E+01
2.68E+00,1.69E+01
2.66E+00,2.22E+01
2.64E+00,3.39E+01
2.62E+00,3.44E+01
2.60E+00,3.32E+01
2.58E+00,2.06E+01
2.56E+00,2.24E+01
2.54E+00,2.01E+01
2.52E+00,2.34E+01
2.50E+00,2.13E+01
2.48E+00,2.88E+01
2.46E+00,2.24E+01
2.44E+00,1.80E+01
2.42E+00,1.26E+01
2.40E+00,1.12E+01
2.38E+00,9.16E+00
2.36E+00,1.48E+01
2.34E+00,2.96E+01
2.32E+00,2.51E+01
2.30E+00,1.59E+01
2.28E+00,1.47E+01
2.26E+00,1.96E+01
2.24E+00,2.00E+01
2.22E+00,2.57E+01
2.20E+00,3.38E+01
2.18E+00,2.46E+01
2.16E+00,2.24E+01
2.14E+00,1.65E+01
2.12E+00,1.76E+01
2.10E+00,1.70E+01
2.08E+00,1.47E+01
2.06E+00,2.24E+01
2.04E+00,2.41E+01
2.02E+00,2.05E+01
2.00E+00,1.89E+01
